participant,sentence_num,condition,animal,word,RT,sentence,word_num,word_length,position,RT_categorical,RT_categotical,rating,frequency
Par_H,4,match,cat,home,1094,Mary saw a beautiful Siamese cat on her way home from work.,10,4,not critical,long,long,4.8,419572
Par_H,4,match,cat,from,1000,Mary saw a beautiful Siamese cat on her way home from work.,11,4,not critical,long,long,4.8,88643
Par_H,4,match,cat,work,1248,Mary saw a beautiful Siamese cat on her way home from work.,12,4,not critical,long,long,4.8,405
Par_H,5,match,cat,joshua,740,Joshua said that purring cats are one of the most relaxing things to him.,1,6,not critical,long,long,5.3,193355
Par_H,5,match,cat,said,1034,Joshua said that purring cats are one of the most relaxing things to him.,2,4,not critical,long,long,5.3,1108428
Par_H,5,match,cat,that,1111,Joshua said that purring cats are one of the most relaxing things to him.,3,4,not critical,long,long,5.3,114
Par_H,5,match,cat,purring,635,Joshua said that purring cats are one of the most relaxing things to him.,4,7,not critical,long,long,5.3,1530
Par_H,5,match,cat,cats,1022,Joshua said that purring cats are one of the most relaxing things to him.,5,4,not critical,long,long,5.3,459498
Par_H,5,match,cat,are,1153,Joshua said that purring cats are one of the most relaxing things to him.,6,3,not critical,long,long,5.3,291900
Par_H,5,match,cat,one,930,Joshua said that purring cats are one of the most relaxing things to him.,7,3,not critical,long,long,5.3,3009801
Par_H,5,match,cat,of,1024,Joshua said that purring cats are one of the most relaxing things to him.,8,2,not critical,long,long,5.3,5973437
Par_H,5,match,cat,the,855,Joshua said that purring cats are one of the most relaxing things to him.,9,3,not critical,long,long,5.3,96938
Par_H,5,match,cat,most,1050,Joshua said that purring cats are one of the most relaxing things to him.,10,4,not critical,long,long,5.3,665
Par_H,5,match,cat,relaxing,794,Joshua said that purring cats are one of the most relaxing things to him.,11,8,not critical,long,long,5.3,40472
Par_H,5,match,cat,things,668,Joshua said that purring cats are one of the most relaxing things to him.,12,6,not critical,long,long,5.3,2565070
Par_H,5,match,cat,to,1088,Joshua said that purring cats are one of the most relaxing things to him.,13,2,not critical,long,long,5.3,152045
Par_H,5,match,cat,him,1046,Joshua said that purring cats are one of the most relaxing things to him.,14,3,not critical,long,long,5.3,316902
Par_H,6,match,cat,there,563,There was a contented cat looking out from the bookstore window.,1,5,not critical,long,long,5.1,872620
Par_H,6,match,cat,was,989,There was a contented cat looking out from the bookstore window.,2,3,not critical,long,long,5.1,344
Par_H,6,match,cat,a,951,There was a contented cat looking out from the bookstore window.,3,1,not critical,long,long,5.1,2136923
Par_H,6,match,cat,contented,666,There was a contented cat looking out from the bookstore window.,4,9,not critical,long,long,5.1,25102
Par_H,6,match,cat,cat,1048,There was a contented cat looking out from the bookstore window.,5,3,critical,long,long,5.1,3788
Par_H,6,match,cat,looking,617,There was a contented cat looking out from the bookstore window.,6,7,not critical,long,long,5.1,194816
Par_H,6,match,cat,out,1158,There was a contented cat looking out from the bookstore window.,7,3,not critical,long,long,5.1,27
Par_H,6,match,cat,from,1027,There was a contented cat looking out from the bookstore window.,8,4,not critical,long,long,5.1,88643
Par_H,6,match,cat,the,955,There was a contented cat looking out from the bookstore window.,9,3,not critical,long,long,5.1,96938
Par_H,6,match,cat,bookstore,901,There was a contented cat looking out from the bookstore window.,10,9,not critical,long,long,5.1,9764
Par_H,6,match,cat,window,779,There was a contented cat looking out from the bookstore window.,11,6,not critical,long,long,5.1,23486
Par_H,7,match,cat,the,1014,The child told me that ginger cats are by far the cutest of them all.,1,3,not critical,long,long,4.9,96938
Par_H,7,match,cat,child,860,The child told me that ginger cats are by far the cutest of them all.,2,5,not critical,long,long,4.9,34970
Par_H,7,match,cat,told,1155,The child told me that ginger cats are by far the cutest of them all.,3,4,not critical,long,long,4.9,127872
Par_H,7,match,cat,me,1089,The child told me that ginger cats are by far the cutest of them all.,4,2,not critical,long,long,4.9,609
Par_H,7,match,cat,that,1051,The child told me that ginger cats are by far the cutest of them all.,5,4,not critical,long,long,4.9,114
Par_H,7,match,cat,ginger,665,The child told me that ginger cats are by far the cutest of them all.,6,6,not critical,long,long,4.9,505413
Par_H,7,match,cat,cats,909,The child told me that ginger cats are by far the cutest of them all.,7,4,not critical,long,long,4.9,459498
Par_H,7,match,cat,are,956,The child told me that ginger cats are by far the cutest of them all.,8,3,not critical,long,long,4.9,291900
Par_H,7,match,cat,by,1050,The child told me that ginger cats are by far the cutest of them all.,9,2,not critical,long,long,4.9,39147
Par_H,7,match,cat,far,1318,The child told me that ginger cats are by far the cutest of them all.,10,3,not critical,long,long,4.9,6
Par_H,7,match,cat,the,1022,The child told me that ginger cats are by far the cutest of them all.,11,3,not critical,long,long,4.9,96938
Par_H,7,match,cat,cutest,783,The child told me that ginger cats are by far the cutest of them all.,12,6,not critical,long,long,4.9,165536
Par_H,7,match,cat,of,1201,The child told me that ginger cats are by far the cutest of them all.,13,2,not critical,long,long,4.9,5973437
Par_H,7,match,cat,them,990,The child told me that ginger cats are by far the cutest of them all.,14,4,not critical,long,long,4.9,274124
Par_H,7,match,cat,all,1172,The child told me that ginger cats are by far the cutest of them all.,15,3,not critical,long,long,4.9,2136923
Par_H,8,match,cat,a,1068,A large tom cat was often seen hanging out near the butcher shop.,1,1,not critical,long,long,4.3,2136923
Par_H,8,match,cat,large,742,A large tom cat was often seen hanging out near the butcher shop.,2,5,not critical,long,long,4.3,33965
Par_H,8,match,cat,tom,1106,A large tom cat was often seen hanging out near the butcher shop.,3,3,not critical,long,long,4.3,5249
Par_H,8,match,cat,cat,849,A large tom cat was often seen hanging out near the butcher shop.,4,3,critical,long,long,4.3,3788
Par_H,8,match,cat,was,890,A large tom cat was often seen hanging out near the butcher shop.,5,3,not critical,long,long,4.3,344
Par_H,8,match,cat,often,948,A large tom cat was often seen hanging out near the butcher shop.,6,5,not critical,long,long,4.3,36867
Par_H,8,match,cat,seen,1034,A large tom cat was often seen hanging out near the butcher shop.,7,4,not critical,long,long,4.3,36014
Par_H,8,match,cat,hanging,874,A large tom cat was often seen hanging out near the butcher shop.,8,7,not critical,long,long,4.3,2868
Par_H,8,match,cat,out,1143,A large tom cat was often seen hanging out near the butcher shop.,9,3,not critical,long,long,4.3,27
Par_H,8,match,cat,near,1044,A large tom cat was often seen hanging out near the butcher shop.,10,4,not critical,long,long,4.3,17606
Par_H,8,match,cat,the,1000,A large tom cat was often seen hanging out near the butcher shop.,11,3,not critical,long,long,4.3,96938
Par_H,8,match,cat,butcher,576,A large tom cat was often seen hanging out near the butcher shop.,12,7,not critical,long,long,4.3,842
Par_H,8,match,cat,shop,1032,A large tom cat was often seen hanging out near the butcher shop.,13,4,not critical,long,long,4.3,10310
Par_I,4,match,cat,mary,648,Mary saw a beautiful Siamese cat on her way home from work.,1,4,not critical,long,long,4.8,6791
Par_I,4,match,cat,saw,585,Mary saw a beautiful Siamese cat on her way home from work.,2,3,not critical,long,long,4.8,24941
Par_I,4,match,cat,a,194,Mary saw a beautiful Siamese cat on her way home from work.,3,1,not critical,long,normal,4.8,2136923
Par_I,4,match,cat,beautiful,263,Mary saw a beautiful Siamese cat on her way home from work.,4,9,not critical,long,normal,4.8,8307
Par_I,4,match,cat,siamese,257,Mary saw a beautiful Siamese cat on her way home from work.,5,7,not critical,long,normal,4.8,83
Par_I,4,match,cat,cat,318,Mary saw a beautiful Siamese cat on her way home from work.,6,3,critical,long,normal,4.8,3788
Par_I,4,match,cat,on,563,Mary saw a beautiful Siamese cat on her way home from work.,7,2,not critical,long,long,4.8,717612
Par_I,4,match,cat,her,348,Mary saw a beautiful Siamese cat on her way home from work.,8,3,not critical,long,normal,4.8,301315
Par_I,4,match,cat,way,216,Mary saw a beautiful Siamese cat on her way home from work.,9,3,not critical,long,normal,4.8,94797
Par_I,4,match,cat,home,470,Mary saw a beautiful Siamese cat on her way home from work.,10,4,not critical,long,normal,4.8,419572
Par_I,4,match,cat,from,477,Mary saw a beautiful Siamese cat on her way home from work.,11,4,not critical,long,normal,4.8,88643
Par_I,4,match,cat,work,453,Mary saw a beautiful Siamese cat on her way home from work.,12,4,not critical,long,normal,4.8,405
Par_I,5,match,cat,joshua,134,Joshua said that purring cats are one of the most relaxing things to him.,1,6,not critical,long,normal,5.3,193355
Par_I,5,match,cat,said,498,Joshua said that purring cats are one of the most relaxing things to him.,2,4,not critical,long,normal,5.3,1108428
Par_I,5,match,cat,that,669,Joshua said that purring cats are one of the most relaxing things to him.,3,4,not critical,long,long,5.3,114
Par_I,5,match,cat,purring,321,Joshua said that purring cats are one of the most relaxing things to him.,4,7,not critical,long,normal,5.3,1530
Par_I,5,match,cat,cats,622,Joshua said that purring cats are one of the most relaxing things to him.,5,4,not critical,long,long,5.3,459498
Par_I,5,match,cat,are,460,Joshua said that purring cats are one of the most relaxing things to him.,6,3,not critical,long,normal,5.3,291900
Par_I,5,match,cat,one,542,Joshua said that purring cats are one of the most relaxing things to him.,7,3,not critical,long,long,5.3,3009801
Par_I,5,match,cat,of,637,Joshua said that purring cats are one of the most relaxing things to him.,8,2,not critical,long,long,5.3,5973437
Par_I,5,match,cat,the,513,Joshua said that purring cats are one of the most relaxing things to him.,9,3,not critical,long,long,5.3,96938
Par_I,5,match,cat,most,698,Joshua said that purring cats are one of the most relaxing things to him.,10,4,not critical,long,long,5.3,665
Par_I,5,match,cat,relaxing,281,Joshua said that purring cats are one of the most relaxing things to him.,11,8,not critical,long,normal,5.3,40472
Par_I,5,match,cat,things,311,Joshua said that purring cats are one of the most relaxing things to him.,12,6,not critical,long,normal,5.3,2565070
Par_I,5,match,cat,to,537,Joshua said that purring cats are one of the most relaxing things to him.,13,2,not critical,long,long,5.3,152045
Par_I,5,match,cat,him,501,Joshua said that purring cats are one of the most relaxing things to him.,14,3,not critical,long,long,5.3,316902
Par_I,6,match,cat,there,351,There was a contented cat looking out from the bookstore window.,1,5,not critical,long,normal,5.1,872620
Par_I,6,match,cat,was,618,There was a contented cat looking out from the bookstore window.,2,3,not critical,long,long,5.1,344
Par_I,6,match,cat,a,566,There was a contented cat looking out from the bookstore window.,3,1,not critical,long,long,5.1,2136923
Par_I,6,match,cat,contented,392,There was a contented cat looking out from the bookstore window.,4,9,not critical,long,normal,5.1,25102
Par_I,6,match,cat,cat,531,There was a contented cat looking out from the bookstore window.,5,3,critical,long,long,5.1,3788
Par_I,6,match,cat,looking,334,There was a contented cat looking out from the bookstore window.,6,7,not critical,long,normal,5.1,194816
Par_I,6,match,cat,out,666,There was a contented cat looking out from the bookstore window.,7,3,not critical,long,long,5.1,27
Par_I,6,match,cat,from,604,There was a contented cat looking out from the bookstore window.,8,4,not critical,long,long,5.1,88643
Par_I,6,match,cat,the,490,There was a contented cat looking out from the bookstore window.,9,3,not critical,long,normal,5.1,96938
Par_I,6,match,cat,bookstore,360,There was a contented cat looking out from the bookstore window.,10,9,not critical,long,normal,5.1,9764
Par_I,6,match,cat,window,204,There was a contented cat looking out from the bookstore window.,11,6,not critical,long,normal,5.1,23486
Par_I,7,match,cat,the,576,The child told me that ginger cats are by far the cutest of them all.,1,3,not critical,long,long,4.9,96938
Par_I,7,match,cat,child,255,The child told me that ginger cats are by far the cutest of them all.,2,5,not critical,long,normal,4.9,34970
Par_I,7,match,cat,told,730,The child told me that ginger cats are by far the cutest of them all.,3,4,not critical,long,long,4.9,127872
Par_I,7,match,cat,me,48,The child told me that ginger cats are by far the cutest of them all.,4,2,not critical,short,short,4.9,609
Par_I,7,match,cat,that,101,The child told me that ginger cats are by far the cutest of them all.,5,4,not critical,long,normal,4.9,114
Par_I,7,match,cat,ginger,206,The child told me that ginger cats are by far the cutest of them all.,6,6,not critical,long,normal,4.9,505413
Par_I,7,match,cat,cats,8,The child told me that ginger cats are by far the cutest of them all.,7,4,not critical,short,short,4.9,459498
Par_I,7,match,cat,are,41,The child told me that ginger cats are by far the cutest of them all.,8,3,not critical,short,short,4.9,291900
Par_I,7,match,cat,by,320,The child told me that ginger cats are by far the cutest of them all.,9,2,not critical,long,normal,4.9,39147
Par_I,7,match,cat,far,115,The child told me that ginger cats are by far the cutest of them all.,10,3,not critical,long,normal,4.9,6
Par_I,7,match,cat,the,53,The child told me that ginger cats are by far the cutest of them all.,11,3,not critical,short,short,4.9,96938
Par_I,7,match,cat,cutest,164,The child told me that ginger cats are by far the cutest of them all.,12,6,not critical,long,normal,4.9,165536
Par_I,7,match,cat,of,55,The child told me that ginger cats are by far the cutest of them all.,13,2,not critical,short,short,4.9,5973437
Par_I,7,match,cat,them,276,The child told me that ginger cats are by far the cutest of them all.,14,4,not critical,long,normal,4.9,274124
Par_I,7,match,cat,all,41,The child told me that ginger cats are by far the cutest of them all.,15,3,not critical,short,short,4.9,2136923
Par_I,8,match,cat,a,1,A large tom cat was often seen hanging out near the butcher shop.,1,1,not critical,short,short,4.3,2136923
Par_I,8,match,cat,large,292,A large tom cat was often seen hanging out near the butcher shop.,2,5,not critical,long,normal,4.3,33965
Par_I,8,match,cat,tom,118,A large tom cat was often seen hanging out near the butcher shop.,3,3,not critical,long,normal,4.3,5249
Par_I,8,match,cat,cat,174,A large tom cat was often seen hanging out near the butcher shop.,4,3,critical,long,normal,4.3,3788
Par_I,8,match,cat,was,147,A large tom cat was often seen hanging out near the butcher shop.,5,3,not critical,long,normal,4.3,344
Par_I,8,match,cat,often,186,A large tom cat was often seen hanging out near the butcher shop.,6,5,not critical,long,normal,4.3,36867
Par_I,8,match,cat,seen,93,A large tom cat was often seen hanging out near the butcher shop.,7,4,not critical,short,short,4.3,36014
Par_I,8,match,cat,hanging,292,A large tom cat was often seen hanging out near the butcher shop.,8,7,not critical,long,normal,4.3,2868
Par_I,8,match,cat,out,136,A large tom cat was often seen hanging out near the butcher shop.,9,3,not critical,long,normal,4.3,27
Par_I,8,match,cat,near,11,A large tom cat was often seen hanging out near the butcher shop.,10,4,not critical,short,short,4.3,17606
Par_I,8,match,cat,the,283,A large tom cat was often seen hanging out near the butcher shop.,11,3,not critical,long,normal,4.3,96938
Par_I,8,match,cat,butcher,270,A large tom cat was often seen hanging out near the butcher shop.,12,7,not critical,long,normal,4.3,842
Par_I,8,match,cat,shop,329,A large tom cat was often seen hanging out near the butcher shop.,13,4,not critical,long,normal,4.3,10310
Par_J,4,match,cat,mary,76,Mary saw a beautiful Siamese cat on her way home from work.,1,4,not critical,short,short,4.8,6791
Par_J,4,match,cat,saw,21,Mary saw a beautiful Siamese cat on her way home from work.,2,3,not critical,short,short,4.8,24941
Par_J,4,match,cat,a,34,Mary saw a beautiful Siamese cat on her way home from work.,3,1,not critical,short,short,4.8,2136923
Par_J,4,match,cat,beautiful,78,Mary saw a beautiful Siamese cat on her way home from work.,4,9,not critical,short,short,4.8,8307
Par_J,4,match,cat,siamese,327,Mary saw a beautiful Siamese cat on her way home from work.,5,7,not critical,long,normal,4.8,83
Par_J,4,match,cat,cat,262,Mary saw a beautiful Siamese cat on her way home from work.,6,3,critical,long,normal,4.8,3788
Par_J,4,match,cat,on,13,Mary saw a beautiful Siamese cat on her way home from work.,7,2,not critical,short,short,4.8,717612
Par_J,4,match,cat,her,127,Mary saw a beautiful Siamese cat on her way home from work.,8,3,not critical,long,normal,4.8,301315
Par_J,4,match,cat,way,9,Mary saw a beautiful Siamese cat on her way home from work.,9,3,not critical,short,short,4.8,94797
Par_J,4,match,cat,home,37,Mary saw a beautiful Siamese cat on her way home from work.,10,4,not critical,short,short,4.8,419572
Par_J,4,match,cat,from,1,Mary saw a beautiful Siamese cat on her way home from work.,11,4,not critical,short,short,4.8,88643
Par_J,4,match,cat,work,71,Mary saw a beautiful Siamese cat on her way home from work.,12,4,not critical,short,short,4.8,405
Par_J,5,match,cat,joshua,160,Joshua said that purring cats are one of the most relaxing things to him.,1,6,not critical,long,normal,5.3,193355
Par_J,5,match,cat,said,55,Joshua said that purring cats are one of the most relaxing things to him.,2,4,not critical,short,short,5.3,1108428
Par_J,5,match,cat,that,178,Joshua said that purring cats are one of the most relaxing things to him.,3,4,not critical,long,normal,5.3,114
Par_J,5,match,cat,purring,150,Joshua said that purring cats are one of the most relaxing things to him.,4,7,not critical,long,normal,5.3,1530
Par_J,5,match,cat,cats,162,Joshua said that purring cats are one of the most relaxing things to him.,5,4,not critical,long,normal,5.3,459498
Par_J,5,match,cat,are,55,Joshua said that purring cats are one of the most relaxing things to him.,6,3,not critical,short,short,5.3,291900
Par_J,5,match,cat,one,162,Joshua said that purring cats are one of the most relaxing things to him.,7,3,not critical,long,normal,5.3,3009801
Par_J,5,match,cat,of,41,Joshua said that purring cats are one of the most relaxing things to him.,8,2,not critical,short,short,5.3,5973437
Par_J,5,match,cat,the,42,Joshua said that purring cats are one of the most relaxing things to him.,9,3,not critical,short,short,5.3,96938
Par_J,5,match,cat,most,212,Joshua said that purring cats are one of the most relaxing things to him.,10,4,not critical,long,normal,5.3,665
Par_J,5,match,cat,relaxing,266,Joshua said that purring cats are one of the most relaxing things to him.,11,8,not critical,long,normal,5.3,40472
Par_J,5,match,cat,things,3,Joshua said that purring cats are one of the most relaxing things to him.,12,6,not critical,short,short,5.3,2565070
Par_J,5,match,cat,to,116,Joshua said that purring cats are one of the most relaxing things to him.,13,2,not critical,long,normal,5.3,152045
Par_J,5,match,cat,him,46,Joshua said that purring cats are one of the most relaxing things to him.,14,3,not critical,short,short,5.3,316902
Par_J,6,match,cat,there,54,There was a contented cat looking out from the bookstore window.,1,5,not critical,short,short,5.1,872620
Par_J,6,match,cat,was,143,There was a contented cat looking out from the bookstore window.,2,3,not critical,long,normal,5.1,344
Par_J,6,match,cat,a,34,There was a contented cat looking out from the bookstore window.,3,1,not critical,short,short,5.1,2136923
Par_J,6,match,cat,contented,132,There was a contented cat looking out from the bookstore window.,4,9,not critical,long,normal,5.1,25102
Par_J,6,match,cat,cat,122,There was a contented cat looking out from the bookstore window.,5,3,critical,long,normal,5.1,3788
Par_J,6,match,cat,looking,70,There was a contented cat looking out from the bookstore window.,6,7,not critical,short,short,5.1,194816
Par_J,6,match,cat,out,157,There was a contented cat looking out from the bookstore window.,7,3,not critical,long,normal,5.1,27
Par_J,6,match,cat,from,3,There was a contented cat looking out from the bookstore window.,8,4,not critical,short,short,5.1,88643
Par_J,6,match,cat,the,4,There was a contented cat looking out from the bookstore window.,9,3,not critical,short,short,5.1,96938
Par_J,6,match,cat,bookstore,138,There was a contented cat looking out from the bookstore window.,10,9,not critical,long,normal,5.1,9764
Par_J,6,match,cat,window,366,There was a contented cat looking out from the bookstore window.,11,6,not critical,long,normal,5.1,23486
Par_J,7,match,cat,the,92,The child told me that ginger cats are by far the cutest of them all.,1,3,not critical,short,short,4.9,96938
Par_J,7,match,cat,child,228,The child told me that ginger cats are by far the cutest of them all.,2,5,not critical,long,normal,4.9,34970
Par_J,7,match,cat,told,94,The child told me that ginger cats are by far the cutest of them all.,3,4,not critical,short,short,4.9,127872
Par_J,7,match,cat,me,318,The child told me that ginger cats are by far the cutest of them all.,4,2,not critical,long,normal,4.9,609
Par_J,7,match,cat,that,80,The child told me that ginger cats are by far the cutest of them all.,5,4,not critical,short,short,4.9,114
Par_J,7,match,cat,ginger,38,The child told me that ginger cats are by far the cutest of them all.,6,6,not critical,short,short,4.9,505413
Par_J,7,match,cat,cats,31,The child told me that ginger cats are by far the cutest of them all.,7,4,not critical,short,short,4.9,459498
Par_J,7,match,cat,are,255,The child told me that ginger cats are by far the cutest of them all.,8,3,not critical,long,normal,4.9,291900
Par_J,7,match,cat,by,10,The child told me that ginger cats are by far the cutest of them all.,9,2,not critical,short,short,4.9,39147
Par_J,7,match,cat,far,89,The child told me that ginger cats are by far the cutest of them all.,10,3,not critical,short,short,4.9,6
Par_J,7,match,cat,the,141,The child told me that ginger cats are by far the cutest of them all.,11,3,not critical,long,normal,4.9,96938
Par_J,7,match,cat,cutest,97,The child told me that ginger cats are by far the cutest of them all.,12,6,not critical,short,short,4.9,165536
Par_J,7,match,cat,of,204,The child told me that ginger cats are by far the cutest of them all.,13,2,not critical,long,normal,4.9,5973437
Par_J,7,match,cat,them,26,The child told me that ginger cats are by far the cutest of them all.,14,4,not critical,short,short,4.9,274124
Par_J,7,match,cat,all,268,The child told me that ginger cats are by far the cutest of them all.,15,3,not critical,long,normal,4.9,2136923
Par_J,8,match,cat,a,26,A large tom cat was often seen hanging out near the butcher shop.,1,1,not critical,short,short,4.3,2136923
Par_J,8,match,cat,large,111,A large tom cat was often seen hanging out near the butcher shop.,2,5,not critical,long,normal,4.3,33965
Par_J,8,match,cat,tom,35,A large tom cat was often seen hanging out near the butcher shop.,3,3,not critical,short,short,4.3,5249
Par_J,8,match,cat,cat,14,A large tom cat was often seen hanging out near the butcher shop.,4,3,critical,short,short,4.3,3788
Par_J,8,match,cat,was,229,A large tom cat was often seen hanging out near the butcher shop.,5,3,not critical,long,normal,4.3,344
Par_J,8,match,cat,often,166,A large tom cat was often seen hanging out near the butcher shop.,6,5,not critical,long,normal,4.3,36867
Par_J,8,match,cat,seen,25,A large tom cat was often seen hanging out near the butcher shop.,7,4,not critical,short,short,4.3,36014
Par_J,8,match,cat,hanging,104,A large tom cat was often seen hanging out near the butcher shop.,8,7,not critical,long,normal,4.3,2868
Par_J,8,match,cat,out,414,A large tom cat was often seen hanging out near the butcher shop.,9,3,not critical,long,normal,4.3,27
Par_J,8,match,cat,near,29,A large tom cat was often seen hanging out near the butcher shop.,10,4,not critical,short,short,4.3,17606
Par_J,8,match,cat,the,179,A large tom cat was often seen hanging out near the butcher shop.,11,3,not critical,long,normal,4.3,96938
Par_J,8,match,cat,butcher,269,A large tom cat was often seen hanging out near the butcher shop.,12,7,not critical,long,normal,4.3,842
Par_J,8,match,cat,shop,33,A large tom cat was often seen hanging out near the butcher shop.,13,4,not critical,short,short,4.3,10310
Par_K,4,match,cat,mary,8,Mary saw a beautiful Siamese cat on her way home from work.,1,4,not critical,short,short,4.8,6791
Par_K,4,match,cat,saw,4,Mary saw a beautiful Siamese cat on her way home from work.,2,3,not critical,short,short,4.8,24941
Par_K,4,match,cat,a,40,Mary saw a beautiful Siamese cat on her way home from work.,3,1,not critical,short,short,4.8,2136923
Par_K,4,match,cat,beautiful,253,Mary saw a beautiful Siamese cat on her way home from work.,4,9,not critical,long,normal,4.8,8307
Par_K,4,match,cat,siamese,44,Mary saw a beautiful Siamese cat on her way home from work.,5,7,not critical,short,short,4.8,83
Par_K,4,match,cat,cat,21,Mary saw a beautiful Siamese cat on her way home from work.,6,3,critical,short,short,4.8,3788
Par_K,4,match,cat,on,293,Mary saw a beautiful Siamese cat on her way home from work.,7,2,not critical,long,normal,4.8,717612
Par_K,4,match,cat,her,42,Mary saw a beautiful Siamese cat on her way home from work.,8,3,not critical,short,short,4.8,301315
Par_K,4,match,cat,way,56,Mary saw a beautiful Siamese cat on her way home from work.,9,3,not critical,short,short,4.8,94797
Par_K,4,match,cat,home,109,Mary saw a beautiful Siamese cat on her way home from work.,10,4,not critical,long,normal,4.8,419572
Par_K,4,match,cat,from,15,Mary saw a beautiful Siamese cat on her way home from work.,11,4,not critical,short,short,4.8,88643
Par_K,4,match,cat,work,64,Mary saw a beautiful Siamese cat on her way home from work.,12,4,not critical,short,short,4.8,405
Par_K,5,match,cat,joshua,125,Joshua said that purring cats are one of the most relaxing things to him.,1,6,not critical,long,normal,5.3,193355
Par_K,5,match,cat,said,109,Joshua said that purring cats are one of the most relaxing things to him.,2,4,not critical,long,normal,5.3,1108428
Par_K,5,match,cat,that,359,Joshua said that purring cats are one of the most relaxing things to him.,3,4,not critical,long,normal,5.3,114
Par_K,5,match,cat,purring,269,Joshua said that purring cats are one of the most relaxing things to him.,4,7,not critical,long,normal,5.3,1530
Par_K,5,match,cat,cats,27,Joshua said that purring cats are one of the most relaxing things to him.,5,4,not critical,short,short,5.3,459498
Par_K,5,match,cat,are,230,Joshua said that purring cats are one of the most relaxing things to him.,6,3,not critical,long,normal,5.3,291900
Par_K,5,match,cat,one,41,Joshua said that purring cats are one of the most relaxing things to him.,7,3,not critical,short,short,5.3,3009801
Par_K,5,match,cat,of,27,Joshua said that purring cats are one of the most relaxing things to him.,8,2,not critical,short,short,5.3,5973437
Par_K,5,match,cat,the,10,Joshua said that purring cats are one of the most relaxing things to him.,9,3,not critical,short,short,5.3,96938
Par_K,5,match,cat,most,39,Joshua said that purring cats are one of the most relaxing things to him.,10,4,not critical,short,short,5.3,665
Par_K,5,match,cat,relaxing,68,Joshua said that purring cats are one of the most relaxing things to him.,11,8,not critical,short,short,5.3,40472
Par_K,5,match,cat,things,206,Joshua said that purring cats are one of the most relaxing things to him.,12,6,not critical,long,normal,5.3,2565070
Par_K,5,match,cat,to,118,Joshua said that purring cats are one of the most relaxing things to him.,13,2,not critical,long,normal,5.3,152045
Par_K,5,match,cat,him,40,Joshua said that purring cats are one of the most relaxing things to him.,14,3,not critical,short,short,5.3,316902
Par_K,6,match,cat,there,326,There was a contented cat looking out from the bookstore window.,1,5,not critical,long,normal,5.1,872620
Par_K,6,match,cat,was,99,There was a contented cat looking out from the bookstore window.,2,3,not critical,short,short,5.1,344
Par_K,6,match,cat,a,35,There was a contented cat looking out from the bookstore window.,3,1,not critical,short,short,5.1,2136923
Par_K,6,match,cat,contented,30,There was a contented cat looking out from the bookstore window.,4,9,not critical,short,short,5.1,25102
Par_K,6,match,cat,cat,487,There was a contented cat looking out from the bookstore window.,5,3,critical,long,normal,5.1,3788
Par_K,6,match,cat,looking,90,There was a contented cat looking out from the bookstore window.,6,7,not critical,short,short,5.1,194816
Par_K,6,match,cat,out,402,There was a contented cat looking out from the bookstore window.,7,3,not critical,long,normal,5.1,27
Par_K,6,match,cat,from,300,There was a contented cat looking out from the bookstore window.,8,4,not critical,long,normal,5.1,88643
Par_K,6,match,cat,the,542,There was a contented cat looking out from the bookstore window.,9,3,not critical,long,long,5.1,96938
Par_K,6,match,cat,bookstore,163,There was a contented cat looking out from the bookstore window.,10,9,not critical,long,normal,5.1,9764
Par_K,6,match,cat,window,187,There was a contented cat looking out from the bookstore window.,11,6,not critical,long,normal,5.1,23486
Par_K,7,match,cat,the,417,The child told me that ginger cats are by far the cutest of them all.,1,3,not critical,long,normal,4.9,96938
Par_K,7,match,cat,child,179,The child told me that ginger cats are by far the cutest of them all.,2,5,not critical,long,normal,4.9,34970
Par_K,7,match,cat,told,544,The child told me that ginger cats are by far the cutest of them all.,3,4,not critical,long,long,4.9,127872
Par_K,7,match,cat,me,452,The child told me that ginger cats are by far the cutest of them all.,4,2,not critical,long,normal,4.9,609
Par_K,7,match,cat,that,511,The child told me that ginger cats are by far the cutest of them all.,5,4,not critical,long,long,4.9,114
Par_K,7,match,cat,ginger,108,The child told me that ginger cats are by far the cutest of them all.,6,6,not critical,long,normal,4.9,505413
Par_K,7,match,cat,cats,287,The child told me that ginger cats are by far the cutest of them all.,7,4,not critical,long,normal,4.9,459498
Par_K,7,match,cat,are,431,The child told me that ginger cats are by far the cutest of them all.,8,3,not critical,long,normal,4.9,291900
Par_K,7,match,cat,by,401,The child told me that ginger cats are by far the cutest of them all.,9,2,not critical,long,normal,4.9,39147
Par_K,7,match,cat,far,530,The child told me that ginger cats are by far the cutest of them all.,10,3,not critical,long,long,4.9,6
Par_K,7,match,cat,the,396,The child told me that ginger cats are by far the cutest of them all.,11,3,not critical,long,normal,4.9,96938
Par_K,7,match,cat,cutest,113,The child told me that ginger cats are by far the cutest of them all.,12,6,not critical,long,normal,4.9,165536
Par_K,7,match,cat,of,359,The child told me that ginger cats are by far the cutest of them all.,13,2,not critical,long,normal,4.9,5973437
Par_K,7,match,cat,them,356,The child told me that ginger cats are by far the cutest of them all.,14,4,not critical,long,normal,4.9,274124
Par_K,7,match,cat,all,423,The child told me that ginger cats are by far the cutest of them all.,15,3,not critical,long,normal,4.9,2136923
